2.1 Organization Name,2.2 Project Name,2.4 ProjectType,2.5 Utilization Tracking Method (Invalid),2.6 Federal Grant Programs,5.8 Personal ID,5.9 Household ID,3.15 Relationship to HoH,3.16 Client Location,CaseMembers,3.10 Enroll Date,3.11 Exit Date,3.12 Exit Destination,3.2 Social Security Quality,3.3 Birthdate Quality,Age at Enrollment,Current Age,3.4 Race,3.5 Ethnicity,3.6 Gender,3.7 Veteran Status,3.8 Disabling Condition at Entry,3.917 Living Situation,3.917b Stayed Less Than 7 Nights,3.917 Stayed Less Than 90 Days,"3.917b Stayed in Streets, ES or SH Night Before",3.917 Length of Stay,3.917 Homeless Start Date,Length of Time Homeless (3.917 Approximate Start),3.917 Times Homeless Last 3 Years,3.917 Total Months Homeless Last 3 Years,V5 Last Permanent Address,V5 State,V5 Zip,Municipality (City or County),Days Enrolled in Project,RRH In Permanent Housing,RRH Date Of Move-In,Days Enrolled Until RRH Date of Move-in,4.1 Housing Status,4.4 Covered by Health Insurance,4.11 Domestic Violence,4.11 Domestic Violence - Currently Fleeing DV?,4.11 Domestic Violence - When it Occurred,4.13 Engagement Date,Days Enrolled Until Engagement Date,4.24 Current Status (Retired Data Element),4.24 In School (Retired Data Element),4.24 Connected to McKinney Vento Liason (Retired),Household Type,Latitude,Longitude,R1 Referral Source,R2 Date Status Determined,R2 Enroll Status,R2 Runaway Youth,R2 Reason Why No Services Funded,R3 Sexual Orientation,R4 Last Grade Completed,R5 School Status,R6 Employed Status,R6 Why Not Employed,R6 Type of Employment,R6 Looking for Work,R7 General Health Status,R8 Dental Health Status,R9 Mental Health Status,R10 Pregnancy Status,R10 Pregnancy Due Date,Client Record Restricted,InfoReleaseNo,Information Release Status,4.12 Contact Services,Date of Last Contact (Beta),Date of First Contact (Beta),Count of Bed Nights (Housing Check-ins),Date of Last ES Stay (Beta),Date of First ES Stay (Beta),4.2 Income Total at Entry,4.02 Total Income at Annual Update,4.2 Income Total at Exit,4.3 Non-Cash Benefit Count,4.3 Non-Cash Benefit Count at Exit,CurrentDate,Barrier Count at Entry,Chronic Homeless Status,ProgramType,SOAR Eligibility Determination (Most Recent),SOAR Enrollment Determination (Most Recent),RRH | Most Recent Enrollment,Street Outreach | Most Recent Enrollment,Coordinated Entry | Most Recent Enrollment,Emergency Shelter | Most Recent Enrollment,Transitional Housing | Most Recent Enrollment,PSH | Most Recent Enrollment,Prevention | Most Recent Enrollment,Under 25 Years Old,ClientID,4.10 Alcohol Abuse (Substance Abuse),4.07 Chronic Health Condition,4.06 Developmental Disability,4.10 Drug Abuse (Substance Abuse),4.08 HIV/AIDS,4.09 Mental Health Problem,4.05 Physical Disability,CaseChildren,CaseAdults,Bed Nights During Report Period,Count of Bed Nights - Entire Episode,HEN-HP Referral Most Recent,HEN-RRH Referral Most Recent,WorkSource Referral Most Recent,YAHP Referral Most Recent,4.04.10 Other Public,4.04.10 State Funded,4.04.11 Indian Health Services (IHS),4.04.12 Other,4.04.3 Combined Childrens HealthInsurance/Medicaid,4.04.3 Medicaid,4.04.4 Medicare,4.04.5 State Children's health Insurance S-CHIP,4.04.6 Veteran's Administration Medical Services,4.04.8 Health Insurance obtained through COBRA,4.04.7 Private - Employer,4.04.9 Private,4.04.9 Private - Individual,4.2.3a Earned Income,4.2.4b Unemployment Insurance,4.2.5c Supplemental Security Income,4.2.6d Social Security Disability  Income,4.2.7e VA Disability Compensation,4.2.8f VA Disability Pension,4.2.9g Private Disability Income,4.2.10h Workers Compensation,4.2.11i TANF,4.2.12j General Assistance,4.2.13k Retirement (Social Security),4.2.14l Pension from a Former Job,4.2.15m Child Support,4.2.16n Alimony,4.2.17o Other Income,Chronic Homeless Status_vHMISDatAssessment,Chronic Homeless Status_EvaluatevHMIS&HMISDA
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,80932,95872,Other Family Member,,7,2/25/2018 12:00 AM,5/6/2018 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,47,50,White,Non-Hispanic/Latino,Female,No,Yes,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,Two to six nights,2/21/2018 12:00 AM,74,One time,One month (this time is the first month),,,,,70,,,No Move-In Date,Category 1 - Homeless,No,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,422,0,0,9/1/2020 12:20 PM,0,0,1,,,11/19/2019 - 01/07/2020: CC Partnership--RRH--Rehousing (CHG),,11/12/2019 - 11/19/2019: CC--CA-HFCA,08/30/2019 - 11/19/2019: FPS--ES--Open Doors,,,,No,1,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,80933,95872,Other Family Member,,7,2/25/2018 12:00 AM,5/6/2018 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Client Refused,Full DOB Reported,9,11,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,70,,,No Move-In Date,,No,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,11/19/2019 - 01/07/2020: CC Partnership--RRH--Rehousing (CHG),,11/12/2019 - 11/19/2019: CC--CA-HFCA,08/30/2019 - 11/19/2019: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,82611,101020,Self,Spokane City & County CoC,4,5/29/2018 12:00 AM,7/3/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,37,39,White,Non-Hispanic/Latino,Male,No,No,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"90 days or more, but less than one year",1/1/2018 12:00 AM,183,Data not collected,Data not collected,,,,,35,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,0,,,402.79,,,2,2,9/1/2020 12:20 PM,1,0,1,,,07/02/2018 - 07/31/2018: CC Partnership--RRH--Rehousing (ESG),,06/27/2018 - 12/31/2018: CC--CA-HFCA,05/29/2018 - 07/03/2018: FPS--ES--Bridges Family Shelter,,,,No,1,Alcohol Abuse,,,,,,,2,2,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,402.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,82614,101020,Daughter,,4,5/29/2018 12:00 AM,7/3/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Client Refused,Full DOB Reported,0,2,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,35,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,07/02/2018 - 07/31/2018: CC Partnership--RRH--Rehousing (ESG),,06/27/2018 - 12/31/2018: CC--CA-HFCA,05/29/2018 - 07/03/2018: FPS--ES--Bridges Family Shelter,,,,Yes,1,,,,,,,,2,2,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,82612,101020,Spouse,,4,5/29/2018 12:00 AM,7/3/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,30,33,White,Non-Hispanic/Latino,Female,No,Yes,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,Data not collected,1/1/2018 12:00 AM,183,Data not collected,Data not collected,,,,,35,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,890,,890,4,3,9/1/2020 12:20 PM,3,0,1,,,07/02/2018 - 07/31/2018: CC Partnership--RRH--Rehousing (ESG),,06/27/2018 - 12/31/2018: CC--CA-HFCA,05/29/2018 - 07/03/2018: FPS--ES--Bridges Family Shelter,,,,No,1,,Chronic Health,Developmental Disability,,,Mental Illness,,2,2,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,82613,101020,Daughter,,4,5/29/2018 12:00 AM,7/3/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Client Refused,Full DOB Reported,3,5,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,35,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,07/02/2018 - 07/31/2018: CC Partnership--RRH--Rehousing (ESG),,06/27/2018 - 12/31/2018: CC--CA-HFCA,05/29/2018 - 07/03/2018: FPS--ES--Bridges Family Shelter,,,,Yes,1,,,,,,,,2,2,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,53716,101021,Significant Other (Non-Married),,3,5/20/2018 12:00 AM,8/29/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,37,40,White,Non-Hispanic/Latino,Female,No,Yes,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"90 days or more, but less than one year",12/1/2017 12:00 AM,271,Data not collected,Data not collected,,,,,101,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,1,8/13/2018 12:00 AM,8/13/2018 12:00 AM,0,,,,,1751.66,1,1,9/1/2020 12:20 PM,2,0,1,,,01/08/2020 - 02/10/2020: CC Partnership--RRH--Rehousing (CHG),,10/30/2019 - Current: CC--CA-HFCA,05/20/2018 - 08/29/2018: FPS--ES--Bridges Family Shelter,,,11/03/2015 - 12/31/2015: County--HP--Prevention (179),No,1,,Chronic Health,,,,Mental Illness,,1,2,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,53718,101021,Daughter,,3,5/20/2018 12:00 AM,8/29/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,13,15,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,101,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,01/08/2020 - 02/10/2020: CC Partnership--RRH--Rehousing (CHG),,10/30/2019 - Current: CC--CA-HFCA,05/20/2018 - 08/29/2018: FPS--ES--Bridges Family Shelter,,,11/03/2015 - 12/31/2015: County--HP--Prevention (179),Yes,1,,,,,,,,1,2,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,66027,101021,Self,Spokane City & County CoC,3,5/20/2018 12:00 AM,8/29/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,35,37,White,Non-Hispanic/Latino,Male,No,No,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"90 days or more, but less than one year",12/1/2017 12:00 AM,271,Data not collected,Data not collected,,,,,101,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,1,8/13/2018 12:00 AM,8/13/2018 12:00 AM,0,,,,,,0,2,9/1/2020 12:20 PM,0,0,1,,,09/25/2019 - 12/18/2019: SNAP--RRH--WA0331--Singles Only (175),,08/30/2019 - 12/18/2019: SNAP--CA--SHCA,04/04/2019 - 04/11/2019: CC--ES--HOC Shelter,,,,No,1,,,,,,,,1,2,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,82960,101022,Self,Spokane City & County CoC,4,5/20/2018 12:00 AM,6/30/2018 12:00 AM,"Staying or living with family, temporary tenure (e.g., room, apartment or house)",Full SSN,Full DOB Reported,28,30,Multi-Racial,Non-Hispanic/Latino,Female,No,No,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"One week or more, but less than one month",4/1/2018 12:00 AM,90,Data not collected,Data not collected,,,,,41,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,0,,,318,,318,1,1,9/1/2020 12:20 PM,0,0,1,,,,,09/05/2018 - 12/31/2018: CC--CA-HFCA,08/16/2018 - 11/28/2018: FPS--ES--Open Doors,,,,No,1,,,,,,,,3,1,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,82962,101022,Daughter,,4,5/20/2018 12:00 AM,6/30/2018 12:00 AM,"Staying or living with family, temporary tenure (e.g., room, apartment or house)",Full SSN,Full DOB Reported,7,10,Multi-Racial,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,41,,,No Move-In Date,Category 1 - Homeless,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,09/05/2018 - 12/31/2018: CC--CA-HFCA,08/16/2018 - 11/28/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,1,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,82963,101022,Daughter,,4,5/20/2018 12:00 AM,6/30/2018 12:00 AM,"Staying or living with family, temporary tenure (e.g., room, apartment or house)",Full SSN,Full DOB Reported,7,10,Multi-Racial,Non-Hispanic/Latino,Female,,Yes,,,,,,,,,,,,,,41,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,1,0,1,,,,,09/05/2018 - 12/31/2018: CC--CA-HFCA,08/16/2018 - 11/28/2018: FPS--ES--Open Doors,,,,Yes,1,,Chronic Health,,,,,,3,1,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,84005,101022,Daughter,,4,5/21/2018 12:00 AM,6/30/2018 12:00 AM,"Staying or living with family, temporary tenure (e.g., room, apartment or house)",Client Refused,Full DOB Reported,0,2,Multi-Racial,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,40,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,09/05/2018 - 12/31/2018: CC--CA-HFCA,08/16/2018 - 11/28/2018: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,3,1,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,85394,104842,Son,,2,8/19/2018 12:00 AM,9/18/2018 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,10,12,Black or African American,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,30,,,No Move-In Date,,Yes,,,,,No Engagement Date,No,,Yes,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Attending school regularly,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,08/07/2018 - 12/31/2018: CC--CA-HFCA,08/19/2018 - 09/18/2018: FPS--ES--Bridges Family Shelter,,,,Yes,1,,,,,,,,1,1,,,,,,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,85393,104842,Self,Spokane City & County CoC,2,8/19/2018 12:00 AM,9/18/2018 12:00 AM,"Rental by client, other ongoing housing subsidy",Full SSN,Full DOB Reported,58,60,Multi-Racial,Non-Hispanic/Latino,Male,No,Yes,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"One week or more, but less than one month",8/6/2018 12:00 AM,43,Three times,Client doesn't know,,,,,30,,,No Move-In Date,Category 1 - Homeless,Yes,,,,8/19/2018 12:00 AM,0,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,0,,,910,,910,0,0,9/1/2020 12:20 PM,2,0,1,,,,,08/07/2018 - 12/31/2018: CC--CA-HFCA,08/19/2018 - 09/18/2018: FPS--ES--Bridges Family Shelter,,,,No,1,,Chronic Health,Developmental Disability,,,,,1,1,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,84186,104992,Self,Spokane City & County CoC,4,8/19/2018 12:00 AM,10/19/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,27,29,White,Hispanic/Latino,Female,No,No,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,Client doesn't know,7/1/2018 12:00 AM,110,One time,2,,,,,61,,,No Move-In Date,Category 1 - Homeless,Yes,,,,8/20/2018 12:00 AM,1,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,0,,,,,2000,1,1,9/1/2020 12:20 PM,0,0,1,,,10/28/2019 - 03/03/2020: CC--RRH--WA0288--Rapid Rehousing,,10/24/2019 - 06/09/2020: CC--CA-HFCA,12/20/2019 - 02/13/2020: CC--ES--Warming Center,,,,No,1,,,,,,,,2,2,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,84187,104992,Significant Other (Non-Married),,4,8/19/2018 12:00 AM,10/19/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,25,27,White,Non-Hispanic/Latino,Male,No,No,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,"One month or more, but less than 90 days",7/1/2018 12:00 AM,110,One time,3,,,,,61,,,No Move-In Date,Category 1 - Homeless,Yes,,,,8/20/2018 12:00 AM,1,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,2000,,,0,0,9/1/2020 12:20 PM,0,0,1,,,10/28/2019 - 03/03/2020: CC--RRH--WA0288--Rapid Rehousing,,10/24/2019 - 06/09/2020: CC--CA-HFCA,12/20/2019 - 02/13/2020: CC--ES--Warming Center,,,,No,1,,,,,,,,2,2,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,84188,104992,Son,,4,8/19/2018 12:00 AM,10/19/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,4,6,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,61,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,10/28/2019 - 03/03/2020: CC--RRH--WA0288--Rapid Rehousing,,10/24/2019 - 06/09/2020: CC--CA-HFCA,12/20/2019 - 02/13/2020: CC--ES--Warming Center,,,,Yes,1,,,,,,,,2,2,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,84189,104992,Son,,4,8/19/2018 12:00 AM,10/19/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,2,4,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,61,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,10/28/2019 - 03/03/2020: CC--RRH--WA0288--Rapid Rehousing,,10/24/2019 - 06/09/2020: CC--CA-HFCA,12/20/2019 - 02/13/2020: CC--ES--Warming Center,,,,Yes,1,,,,,,,,2,2,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,85725,105037,Son,,4,8/24/2018 12:00 AM,10/8/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,5,7,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,45,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,Yes,Household with Adults and Children,,,,,,,,,,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,08/21/2018 - 10/18/2018: CC--RRH--WA0353--RRH for HH with Children,,08/21/2018 - 12/31/2018: CC--CA-HFCA,08/24/2018 - 10/08/2018: FPS--ES--Bridges Family Shelter,,,,Yes,1,,,,,,,,2,2,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,85722,105037,Self,Spokane City & County CoC,4,8/24/2018 12:00 AM,10/8/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Client Refused,Full DOB Reported,38,40,White,Non-Hispanic/Latino,Female,No,Yes,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,Two to six nights,8/18/2018 12:00 AM,51,Client doesn't know,Client doesn't know,,,,,45,,,No Move-In Date,Category 1 - Homeless,Yes,,,,8/27/2018 12:00 AM,3,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,0,,,982,,982,0,1,9/1/2020 12:20 PM,4,0,1,,,08/21/2018 - 10/18/2018: CC--RRH--WA0353--RRH for HH with Children,,08/21/2018 - 12/31/2018: CC--CA-HFCA,08/24/2018 - 10/08/2018: FPS--ES--Bridges Family Shelter,,,,No,1,Alcohol Abuse,Chronic Health,,,,Mental Illness,Physical Disability,2,2,,,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,982,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,85723,105037,Spouse,,4,8/24/2018 12:00 AM,10/8/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,55,57,White,Non-Hispanic/Latino,Male,No,Yes,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",,,,Two to six nights,8/18/2018 12:00 AM,51,Client doesn't know,Client doesn't know,,,,,45,,,No Move-In Date,Category 1 - Homeless,Yes,,,,8/27/2018 12:00 AM,3,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,0,,,606,,606,0,1,9/1/2020 12:20 PM,4,0,1,,,08/21/2018 - 10/18/2018: CC--RRH--WA0353--RRH for HH with Children,,08/21/2018 - 12/31/2018: CC--CA-HFCA,08/24/2018 - 10/08/2018: FPS--ES--Bridges Family Shelter,,,,No,1,Alcohol Abuse,Chronic Health,,,,Mental Illness,Physical Disability,2,2,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Bridges Family Shelter,Emergency shelter,Entry/Exit (e/e),,85724,105037,Daughter,,4,8/24/2018 12:00 AM,10/8/2018 12:00 AM,Rental by client with RRH or equivalent subsidy,Full SSN,Full DOB Reported,10,12,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,45,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Yes,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,0,,,,,,0,0,9/1/2020 12:20 PM,1,0,1,,,08/21/2018 - 10/18/2018: CC--RRH--WA0353--RRH for HH with Children,,08/21/2018 - 12/31/2018: CC--CA-HFCA,08/24/2018 - 10/08/2018: FPS--ES--Bridges Family Shelter,,,,Yes,1,,,,,,Mental Illness,,2,2,,,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
